longitude,latitude,number,street,city,zip,hashCode
93.5101876,44.8962276,'5940','Covington Terrace','Minnetonka','55345','db0ed639b1788bea'
93.5531035,44.8960506,'26','Address Unassigned','Shorewood','55331','45a3d274d049aed7'
93.4911923,45.0495542,'5235','Comstock Lane North','Plymouth','55446','e957cfb529b0becb'
93.2893011,44.8332737,'9400','Lyndale Avenue South','Bloomington','55420','da5e117b1f399381'
93.2336544,44.9342377,'3748','27th Avenue South','Minneapolis','55406','610d96df5827ceb0'
93.2502592,44.912074,'5008','17th Avenue South','Minneapolis','55417','0f4bd6094356a098'
93.270458,44.8400841,'401','90th Street East','Bloomington','55420','abdbaf465a64f7a6'
93.5826757,44.9022906,'23825','Lawtonka Drive','Shorewood','55331','2824612bc79bdca8'
93.3397599,45.031106,'4707','42nd Avenue North','Robbinsdale','55422','9233ff36f79e47ed'
93.3913844,45.0527887,'5445','Boone Avenue North','New Hope','55428','4a6ee093fdbae6b2'
93.5401007,45.2048264,'13801','Mallard Court','Rogers','55374','d5aabfdb0d119e8d'
93.2528558,44.9762137,'200','11th Avenue South','Minneapolis','55415','f2edfdf11d508045'
93.4887829,44.8968261,'5900','Stoneybrook Drive','Minnetonka','55345','ab154cfd1db29eb7'
93.3282169,45.0456475,'22','Address Unassigned','Brooklyn Center','55429','6117648b2aa63939'
93.2221809,45.015781,'2601','Kenzie Terrace','Saint Anthony','55418','1629d880b1017a1e'
93.4695846,45.090647,'14941','75th Avenue North','Maple Grove','55311','32f6fd7aa5137d26'
93.3479646,44.9005297,'5615','Sherwood Avenue','Edina','55424','779eb9ce72ced11a'
93.276978,44.9308345,'3948','1st Avenue South','Minneapolis','55409','adb3eb128ea1606c'
93.3496918,44.9487458,'2983','Vernon Avenue South','Saint Louis Park','55416','10a04d25788a75df'
93.2266693,44.9206611,'4525','31st Avenue South','Minneapolis','55406','6445ddfd134d3644'
93.4744498,44.9060134,'15229','Lynn Terrace','Minnetonka','55345','a87ced429f2a659c'
93.3714433,44.9426931,'3320','Louisiana Avenue South','Saint Louis Park','55426','ae8b7010c7bc530d'
93.3637919,44.9681184,'1435','Hampshire Avenue South','Saint Louis Park','55426','1cfc982e41a8855c'
93.5043621,45.1189474,'9085','Merrimac Lane North','Maple Grove','55311','ad7cf70c8ef8d5ed'
93.5013022,45.0839483,'17449','72nd Avenue North','Maple Grove','55311','b369f8ff9129e6e9'
93.3544689,44.8744688,'7100','Metro Boulevard','Edina','55439','fc462b884aa6abbf'
93.314582,44.9307415,'2708','40th Street West','Minneapolis','55410','6ff05b309a41c158'
93.3641348,44.8720987,'7200','Cahill Road','Edina','55439','f48f1a73ac1e27fc'
93.3712484,44.9386165,'7201','Walker Street','Saint Louis Park','55426','c42a753171187a33'
93.2757498,44.9455158,'3132','Stevens Avenue','Minneapolis','55408','64648712f6a5272a'
93.264025,44.9740136,'618','Portland Avenue','Minneapolis','55415','0ba33f912980fe2e'
93.3235615,44.8973299,'5817','Beard Avenue South','Edina','55410','5ab293281364401d'
93.3323581,44.9469197,'3043','Inglewood Avenue South','Saint Louis Park','55416','6f05d38241477142'
93.4211871,44.9637521,'2000','Hopkins Crossroad','Minnetonka','55305','a56344f8e6f5af1e'
93.2707188,45.0238393,'3054','Grand Street Northeast','Minneapolis','55418','3a57c6882b71a6f5'
93.2909313,44.9577186,'2442','Bryant Avenue South','Minneapolis','55405','828f6949d5700652'
93.5798127,45.1493044,'10690','Trail Haven Road','Corcoran','55374','9e759f2165cf1687'
93.3542644,44.9224951,'4320','Zarthan Avenue South','Saint Louis Park','55416','15f3fdc1e1163874'
93.2224231,44.9289969,'4052','Snelling Avenue','Minneapolis','55406','a07f71292ad2494e'
93.3040491,45.1273601,'9515','James Avenue North','Brooklyn Park','55444','6915c8440b297660'
93.347669,44.8157743,'10333','Scarborough Road','Bloomington','55437','58cf4cf602c3837f'
93.2736573,44.9480558,'209','Lake Street East','Minneapolis','55408','56498e012d8b4aec'
93.2405906,45.0174787,'2719','Pierce Street Northeast','Minneapolis','55418','bf55cfb69737b120'
93.3584972,44.9109283,'5113','Bedford Avenue','Edina','55436','44a423aa3741a822'
93.7038663,45.0641476,'70','Address Unassigned','Independence','55359','6a9c0b4a3f7bc54b'
93.4355164,44.818457,'12467','Silverwood Drive','Eden Prairie','55347','5459905068355b30'
93.4676676,44.8766387,'15011','Summerhill Drive','Eden Prairie','55346','14ced69f84b13f91'
93.2849827,44.9662479,'400','Groveland Avenue','Minneapolis','55403','3079f155a5dcf166'
93.3061695,45.1045116,'8216','Morgan Avenue North','Brooklyn Park','55444','48bec41193b8125c'
93.345263,45.0555686,'5633','Regent Avenue North','Crystal','55429','0231d75d9c0a394c'
93.520256,44.8962592,'18941','Manchester Street','Minnetonka','55345','37947651c49b9fbe'
93.3476537,44.8087155,'5138','Balmoral Lane','Bloomington','55437','a55723a6d2af62af'
93.3286192,44.8961681,'5845','France Avenue South','Edina','55410','d1ffab8847578705'
93.5440943,45.0525453,'801','Meander Court','Medina','55340','7afef2d7de12af18'
93.2670176,44.9990315,'1101','Main Street Northeast','Minneapolis','55413','c5a1cb4415fde971'
93.2934265,44.8843547,'1105','Woodlake Lane','Richfield','55423','a25e5b477632ea71'
93.316636,44.8924327,'6100','Vincent Avenue South','Minneapolis','55410','03b62e2b5c19ca9b'
93.397578,44.8937451,'6085','Lincoln Drive','Edina','55436','3852b84f2b8f3b5f'
93.6400113,45.0716605,'6415','County Road 19','Corcoran','55357','a5aa3a797975612f'
93.3588955,45.1619564,'6119','114th Lane North','Champlin','55316','e26ba751eb4c0a98'
93.2809097,44.9227547,'4410','Wentworth Avenue','Minneapolis','55419','3314a51f604d2fa7'
93.230349,45.0228418,'3019','Cleveland Street Northeast','Minneapolis','55418','365bf523630e385e'
93.4454034,44.8750898,'13362','Kerry Lane','Eden Prairie','55346','38fab513c9294e0f'
93.2776175,44.9853126,'345','6th Avenue North','Minneapolis','55401','abdd50c85fad0ecb'
93.5066501,45.0046291,'2330','County Road 101','Plymouth','55447','2ba1150a7f25bcfd'
93.334066,45.018124,'3441','June Avenue North','Crystal','55422','09734b584dabb66c'
93.292477,44.9245165,'4312','Colfax Avenue South','Minneapolis','55409','66c4566389e6b65c'
93.4789651,44.8826112,'6618','Rainbow Drive','Eden Prairie','55346','6e54c393aa8c6293'
93.3242773,44.8675689,'7420','Edinborough Way','Edina','55435','6ee44c2cb8681757'
93.3651773,44.9445531,'3237','Hampshire Avenue South','Saint Louis Park','55426','bd1657008b070fe2'
93.35719,44.9676895,'6090','16th Street West','Saint Louis Park','55416','c5f5b7f321b7d8a7'
93.6495489,45.0515339,'4005','Bell Rose Drive','Independence','55357','76c3636e4cd2e443'
93.3073895,45.1061546,'8300','Newton Avenue North','Brooklyn Park','55444','c164d43f3a1c7732'
93.4530601,45.0612101,'13615','59th Place North','Plymouth','55446','9e410c8b9ed066f9'
93.2930046,44.9063548,'5315','Dupont Avenue South','Minneapolis','55419','ebb48d0a645a2a6e'
93.4403138,44.9174921,'4748','Merilee Drive','Minnetonka','55343','f7fedca2b441b165'
93.5210356,45.1278176,'9514','Alvarado Lane North','Maple Grove','55311','5a6206aa73b35b34'
93.4974333,45.0579916,'5680','Garland Lane North','Plymouth','55446','5ee1de0fc0682410'
93.218225,44.9367624,'3632','38th Avenue South','Minneapolis','55406','c7d2503ee8c0be75'
93.5012921,44.9696023,'202','Central Avenue South','Wayzata','55391','c46f8ba9e0ced3b6'
93.220037,44.9422139,'3331','36th Avenue South','Minneapolis','55406','dcb08d3cadf6c763'
93.675887,45.0312574,'2880','Becker Road','Independence','55359','6c9b4c93b2b2907b'
93.2908922,44.965988,'1770','Bryant Avenue South','Minneapolis','55403','71ee745833446ace'
93.3937945,45.0139759,'8807','32nd Court North','New Hope','55427','0fd0175775d4ee78'
93.3830007,45.1534422,'11020','Wisconsin Avenue North','Champlin','55316','e9379ef2a91649c0'
93.263363,44.9694378,'808','10th Street South','Minneapolis','55404','cf9c342a513145f1'
93.3483462,44.8652791,'7509','West Shore Drive','Edina','55435','c264482a4a669b76'
93.3104035,44.9945368,'1512','Russell Avenue North','Minneapolis','55411','3bd9d04c31f57167'
93.3334968,44.9227153,'4307','Grimes Avenue','Edina','55424','dddbb1c82a03da90'
93.5095975,45.1255203,'18075','Gladstone Boulevard North','Maple Grove','55311','c10d84b395193ad5'
93.2859271,44.9474363,'3024','Harriet Avenue','Minneapolis','55408','4b7f91bcffb37c53'
93.4138752,45.0415831,'4820','Union Terrace Lane North','Plymouth','55442','07d88581cd77e0d2'
93.6113397,44.936096,'3475','Livingston Avenue','Orono','55391','670c28c659ea05d2'
93.3370269,44.9061225,'5328','Oaklawn Avenue','Edina','55424','f0225dd1f98164ff'
93.2458284,45.0071095,'957','18 1/2 Avenue Northeast','Minneapolis','55418','13275842075758cc'
93.2960142,44.9601825,'2220','Fremont Avenue South','Minneapolis','55405','26e04d423a9c01f0'
93.4899958,44.8255357,'9829','Sky Lane','Eden Prairie','55347','34460165096dfc99'
93.3794996,45.1774247,'1103','West River Road','Champlin','55316','e126fcacafa11d5b'
93.3699914,45.0387994,'4614','Louisiana Avenue North','Crystal','55428','060e9b11e2530999'
93.44692,44.9065913,'5331','Baker Road','Minnetonka','55343','da48c0574131a015'
93.2418709,44.926389,'4215','21st Avenue South','Minneapolis','55407','97f4c3defe6ca148'
93.2133653,45.0252579,'3114','Rankin Road','Saint Anthony','55418','6b334e6a55978777'
93.313842,45.0957166,'48','Address Unassigned','Brooklyn Park','55444','be8cfe87c9ff4ee3'
93.3376158,44.9294509,'4015','Monterey Avenue','Edina','55416','9d47fa3f0440ba79'
93.651761,44.9229132,'85','Address Unassigned','Mound','55364','23608528fb7298de'
93.2619124,44.8964056,'5840','Elliot Avenue','Minneapolis','55417','c653040bf44ec63e'
93.4987463,44.8552452,'17550','Belfast Cove','Eden Prairie','55347','e0079306ae8698ea'
93.3331208,44.9461918,'3106','Inglewood Avenue South','Saint Louis Park','55416','6da9fdcc2269c7a3'
93.4667365,44.9813078,'14710','Gleason Lake Drive','Plymouth','55447','3e0cb053a6ea9c4a'
93.4041401,45.0060202,'2501','Lancaster Lane North','Plymouth','55441','a6900dd5d7c2f22b'
93.3400125,44.8991149,'5709','Fairfax Avenue','Edina','55424','69433e42915eb307'
93.3533327,44.8184597,'10201','Wildwood Road','Bloomington','55437','af271118ace2ef73'
93.4776442,44.9375022,'15531','Sussex Drive','Minnetonka','55345','47da27a8481af875'
93.4059414,44.8772763,'6976','Shady Oak Road','Eden Prairie','55344','d01f65bc96233aa6'
93.3229243,44.841417,'8937','Beard Avenue South','Bloomington','55431','adcbd583e1e6e394'
93.3593499,45.1344418,'9905','Colorado Avenue North','Brooklyn Park','55445','f61403988cd23171'
93.5391052,44.9265926,'20355','Summerville Road','Deephaven','55331','9daf31a5ccef2174'
93.3648356,45.0859547,'7217','Florida Avenue North','Brooklyn Park','55428','c95e47f26dea2e1c'
93.2218152,44.9307105,'3962','Minnehaha Avenue','Minneapolis','55406','2de1034b8f668ce7'
93.6169619,44.9032038,'26555','Noble Road','Shorewood','55331','41a3c9429026adaa'
93.343835,44.9887935,'960','Adeline Lane','Golden Valley','55422','da83588c1cb9eb23'
93.3838808,45.0202616,'8131','35 1/2 Avenue North','New Hope','55427','55ecbb2b8efa26ea'
93.2679787,44.9120477,'563','East  Minnehaha Parkway','Minneapolis','55419','6691ec7721249e20'
93.3728626,44.9626608,'7316','22nd Street West','Saint Louis Park','55426','b8756cef72b2bd4f'
93.3644976,45.0388984,'6613','46th Place North','Crystal','55428','22bb906f72f9b82d'
93.4293036,44.9509951,'11901','Meadow Lane West','Minnetonka','55305','2425463f7ae0cb3d'
93.3299356,44.8107248,'10642','France Avenue South','Bloomington','55431','e9fdf85bb1481ee3'
93.6398158,45.0711136,'6415','County Road 19','Corcoran','55357','310055d78fd7457b'
93.2661364,44.8328044,'9424','Park Avenue South','Bloomington','55420','55af9e22a324a423'
93.3976435,45.1862535,'30','Sunset Drive East','Champlin','55316','e9b06c3adfd0e074'
93.2592356,44.9984616,'508','Broadway Street Northeast','Minneapolis','55413','e2d41c9a993cbaec'
93.2574038,44.9858683,'110','Bank Street','Minneapolis','55414','ed7b53533436b06c'
93.5682567,44.980393,'28','Creekside Drive','Long Lake','55356','7514699a2d45533e'
93.2187618,44.9427608,'3311','37th Avenue South','Minneapolis','55406','e67fb2830f23a08c'
93.458523,44.92553,'4258','Queens Way','Minnetonka','55345','aa522b7e650b8f9c'
93.4457097,45.0604555,'5950','Teakwood Lane North','Plymouth','55442','87d99d38ee534da7'
93.5140885,45.0006527,'18430','20th Avenue North','Plymouth','55447','2bcec33d7076eb7e'
93.4837118,44.9274918,'16130','Lake Street Extension','Minnetonka','55345','2861a231097d2c9b'
93.3604083,45.1198652,'9100','Colorado Avenue North','Brooklyn Park','55443','4100820769ace495'
93.3691679,44.9498062,'7020','Minnetonka Boulevard','Saint Louis Park','55426','6288ef053e55bee3'
93.3220686,45.1099249,'3100','85th Avenue North','Brooklyn Park','55443','721f00ca1198d2b5'
93.3359488,44.9429842,'4401','Park Glen Road','Saint Louis Park','55416','894bdf6d145487c6'
93.4961315,44.881679,'6700','Duck Lake Road','Eden Prairie','55346','4a0d561f5184458f'
93.2476404,44.9771714,'1301','West  River Parkway','Minneapolis','55454','909f5f01fdefab13'
93.235497,44.9930892,'357','Ulysses Street Northeast','Minneapolis','55413','615f3bbbd50e950c'
93.4443843,44.933102,'12921','Melody Lane','Minnetonka','55305','69fdb5633de61f59'
93.3009553,45.0813907,'6925','Humboldt Avenue North','Brooklyn Center','55430','f062cbc76dfff7b1'
93.6806588,44.9394231,'2167','Forest Lane','Mound','55364','cf317abcce66200b'
93.2533033,44.8740226,'7110','Bloomington Avenue South','Richfield','55423','78c7890791cdb3ea'
93.3646512,44.8684952,'5501','Dewey Hill Road','Edina','55439','d4f2d00173d593a2'
93.2728249,44.9755335,'803','Nicollet Mall','Minneapolis','55402','91104135c70a50d0'
93.2559115,44.9080748,'5223','13th Avenue South','Minneapolis','55417','8c7214f3c4b0799b'
93.395153,44.9368783,'3630','Phillips Parkway','Saint Louis Park','55426','5a73f600e5c51c91'
93.5055716,44.8720501,'17934','Liv Lane','Eden Prairie','55346','0c6d8416841ce132'
93.2528558,44.9762137,'200','11th Avenue South','Minneapolis','55415','f2edfdf11d508045'
93.2580264,44.9949682,'514','5th Street Northeast','Minneapolis','55413','6fe4bb265e131429'
93.4129102,45.0119527,'2830','Medicine Ridge Road','Plymouth','55441','80fbbf2e7b9a57e7'
93.3258034,45.0508833,'3403','53rd Avenue North','Brooklyn Center','55429','cbfefe047de90e42'
93.4622701,45.0368532,'4420','Glacier Lane North','Plymouth','55446','e96b7b4ba2913fd8'
93.3022623,45.0110471,'2951','Knox Avenue North','Minneapolis','55411','ad3303f1677c9565'
93.340787,44.9464032,'4810','Highway 7','Saint Louis Park','55416','00918306c2443e3b'
93.2935899,44.9441005,'3216','Dupont Avenue South','Minneapolis','55408','36149e8a43198389'
93.403408,44.9430766,'34','Address Unassigned','Minnetonka','55305','1968e2f350d31370'
93.4598917,44.9150055,'4848','Woodridge Court','Minnetonka','55345','42de3be3ac3cc517'
93.3524901,44.8172174,'10266','Berkshire Road','Bloomington','55437','6a05763bb0fd48e4'
93.326127,44.9119831,'5007','Drew Avenue South','Minneapolis','55410','1cca5ea1d84c16e0'
93.4858718,45.0066868,'2515','Yuma Lane North','Plymouth','55447','669b0ef5d39a6670'
93.3777693,44.8087355,'7253','Woodstock Curve','Bloomington','55438','542998b0fe2eb24d'
93.3171444,44.8103158,'10700','Vincent Avenue South','Bloomington','55431','1478a2282300b823'
93.5497416,45.1395478,'20120','Hillside Drive','Corcoran','55374','daf9838d9b03a728'
93.3629453,45.1624982,'11445','Edgewood Place North','Champlin','55316','e6394cac5b741f1e'
93.2717647,44.8280546,'9701','Clinton Avenue South','Bloomington','55420','c6ce8515eefd1d55'
93.3302553,45.0161695,'3339','Grimes Avenue North','Robbinsdale','55422','b6e38114c423bd06'
93.3895187,45.1769117,'8550','122nd Avenue North','Champlin','55316','0d54bd989c5e3f11'
93.2993324,44.8735505,'7120','Lake Shore Drive','Richfield','55423','e75dbb4f4f6e5162'
93.4413393,45.107081,'8343','Norwood Lane North','Maple Grove','55369','c9961a82744d9c7a'
93.5241358,45.0501648,'5342','County Road 101','Medina','55340','557ede08798236d9'
93.2899099,44.930144,'4004','Aldrich Avenue South','Minneapolis','55409','4c37ded6cb7ea6bd'
93.4474297,44.8754385,'7100','Interlachen Court','Eden Prairie','55346','f872fb6481a9e0a0'
93.3043706,44.8963889,'5841','Morgan Avenue South','Minneapolis','55419','55fa51ec50155395'
93.2750367,44.9890594,'675','1st Street North','Minneapolis','55401','76454c80b3ac8349'
93.3514436,44.9725121,'901','Xenia Avenue South','Golden Valley','55416','852e3ec49507d58b'
93.4707586,45.0044888,'15090','23rd Avenue North','Plymouth','55447','512ea94fcd3febb3'
93.3509437,44.8363409,'9209','Briar Lane','Bloomington','55437','3d1f1f2cc92a89eb'
93.3450327,45.0079635,'2745','Regent Avenue North','Golden Valley','55422','d3c9eb803bd8acdc'
93.3665098,44.9821342,'6820','Harold Avenue','Golden Valley','55427','157fed270d1a63d0'
93.235549,44.9422684,'3319','25th Avenue South','Minneapolis','55406','3446253ee7518faa'
93.3165144,45.031742,'4211','Vincent Avenue North','Minneapolis','55412','f45872d1d7a2db61'
93.2805209,44.9495074,'2930','Blaisdell Avenue','Minneapolis','55408','5a46a173e57c4baf'
93.2790389,44.8872146,'6343','Blaisdell Avenue South','Richfield','55423','0b3d333dd91cd84e'
93.2080058,44.9370446,'3620','46th Avenue South','Minneapolis','55406','cc29d2e6e3d3fa85'
93.342376,44.9251714,'4242','Wooddale Avenue','Saint Louis Park','55416','f9f420cbfef5b308'
93.290441,44.9114887,'5025','Bryant Avenue South','Minneapolis','55419','8c69d083e375f7d3'
93.450057,45.1054802,'13301','Maple Knoll Way North','Maple Grove','55369','db7abe64df0a8867'
93.4686012,45.0711357,'14794','64th Avenue North','Maple Grove','55311','11a122ff68462b3d'
93.6863466,44.9243947,'6379','Bartlett Boulevard','Mound','55364','68f9737adf43bb55'
93.28388,44.9532266,'2711','Grand Avenue South','Minneapolis','55408','13977237cc1c303e'
93.2902242,44.9568162,'2517','Bryant Avenue South','Minneapolis','55405','b592f96335c58d04'
93.4192836,44.8490765,'11210','Lanewood Circle','Eden Prairie','55344','5f15cc494317a888'
93.5050873,45.071835,'6383','Merrimac Lane North','Maple Grove','55311','ad7add2987585338'
93.4114015,44.9073966,'814','Old Settlers Trail','Hopkins','55343','3a995fdb83d3ec9c'
93.6358019,45.0693475,'6415','County Road 19','Corcoran','55357','cee18a786bb9b17a'
93.4638253,45.1215791,'14471','92nd Avenue North','Maple Grove','55369','788c2695a5026052'
93.4256709,45.0519241,'5475','Balsam Lane North','Plymouth','55442','56351c32c6946396'
93.3811735,45.0256812,'7917','38 1/2 Avenue North','New Hope','55427','95f412c11312e3ce'
93.2361949,45.021124,'2922','Ulysses Street Northeast','Minneapolis','55418','62d5cf65db7a756e'
93.3961276,44.9708275,'1311','Flag Avenue South','Saint Louis Park','55426','2700846dc6fe2334'
93.3432091,45.0239886,'3759','Quail Avenue North','Robbinsdale','55422','ab498cafc26ad8b7'
93.4412379,44.9043668,'5463','Butternut Circle','Minnetonka','55343','f34b061ff328131d'
93.3066277,45.0178439,'3434','Oliver Avenue North','Minneapolis','55412','98250c4999c5643d'
93.6356114,44.9347746,'2393','Kings Road','Spring Park','55384','6847bafebeaf8619'
93.3294258,44.9103266,'5100','France Avenue South','Edina','55410','de9077738ab24e6c'
93.4897718,45.0438416,'4980','Comstock Lane North','Plymouth','55446','61b82496d1f8cc59'
93.2934265,44.8843547,'1115','Woodlake Lane','Richfield','55423','ec6494c8b138ece8'
93.4062949,45.0525089,'9900','54th Place North','Plymouth','55442','becf8b9e5ae58e60'
93.3629798,45.025802,'3837','Florida Avenue North','Crystal','55427','664589e7d998d44f'
93.3116256,45.1320787,'9737','Oliver Avenue North','Brooklyn Park','55444','a9e4044f22004f37'
93.4750667,44.9351995,'34','Address Unassigned','Minnetonka','55345','c78d142383665b7d'
93.3168471,45.0225326,'3706','Washburn Avenue North','Minneapolis','55412','711493369a323900'
93.3251427,45.1057739,'8308','Abbott Avenue North','Brooklyn Park','55443','63301e9f3e04cdff'
93.2960929,45.0302782,'4119','Fremont Avenue North','Minneapolis','55412','4855bd406dee9ca9'
93.4727829,45.1035825,'15160','82nd Avenue North','Maple Grove','55311','f8090a0f859bb9f3'
93.2636311,44.8265326,'764','98th Street East','Bloomington','55420','f30b0c6fde05286c'
93.2250343,45.0133673,'2534','Kenzie Terrace','Saint Anthony','55418','199c6dffa7e08db6'
93.2495003,44.9545987,'2627','17th Avenue South','Minneapolis','55407','2c9a2c604bb581d0'
93.3345362,44.9295138,'4016','Grimes Avenue','Edina','55416','a74fac1a5217af1c'
93.2526005,44.8535671,'1550','83rd Street East','Bloomington','55425','01ab9c3d38b719ee'
93.2765731,44.8718714,'7221','1st Avenue South','Richfield','55423','43c4a72ac4efacad'
93.4872849,44.8972703,'5830','Holiday Road','Minnetonka','55345','c0f0cdf41fbd6cc7'
93.4265785,45.0681888,'11346','Red Fox Drive North','Maple Grove','55369','799c4c96d3e52cbe'
93.2032499,44.9118225,'5101','Minnehaha Avenue','Minneapolis','55417','b8855255e180fe5e'
93.3209608,44.9319769,'3907','Zenith Avenue South','Minneapolis','55410','3147a1c527d01602'
93.2603534,44.9265559,'4208','10th Avenue South','Minneapolis','55407','90c77d3f2a496739'
93.3375467,44.906123,'5331','Kellogg Avenue','Edina','55424','cafe1b4c5ac2553a'
93.2629166,44.8419259,'8917','Chicago Avenue South','Bloomington','55420','bdcd64d12d6a9023'
93.4792056,44.9813494,'15705','3rd Avenue North','Plymouth','55447','003177e2b5637ffa'
93.2756148,44.819972,'10113','Stevens Avenue South','Bloomington','55420','70dad3ffe9c3a0d1'
93.3679783,45.1497803,'10816','Jersey Circle North','Brooklyn Park','55445','8f8450b1c0cac010'
93.2705418,45.0041219,'39','16th Avenue Northeast','Minneapolis','55413','f047713e650773f2'
93.3133694,44.8899509,'6221','Thomas Avenue South','Richfield','55423','6295e38a7d17bd93'
93.2897151,44.9522178,'2752','Aldrich Avenue South','Minneapolis','55408','d84c0d9441e2be05'
93.5030457,44.9993808,'17603','19th Avenue North','Plymouth','55447','2ba093330b3c8621'
93.2726978,44.9713814,'201','11th Street South','Minneapolis','55403','b4ea1c3f2b3a878f'
93.2146323,44.9129291,'4010','50th Street East','Minneapolis','55417','4f6a8ab4105ecb79'
93.3129709,44.9960916,'1630','Thomas Avenue North','Minneapolis','55411','d0c21cc0560a9a70'
93.30801,45.1041112,'8201','Newton Avenue North','Brooklyn Park','55444','58da75330959558a'
93.5000819,45.00015,'1900','Kimberly Lane North','Plymouth','55447','e11aa5fe08e6fe1d'
93.5179749,44.9077337,'18701','Stratford Road','Minnetonka','55345','babbe6708d297cf0'
93.302149,44.8915382,'1718','61st Street West','Minneapolis','55419','79e32190cf0a69ab'
93.321829,44.863613,'7622','York Avenue South','Edina','55435','b8fca8871dcb6e03'
93.6317508,45.0561744,'170','Crestview Lane','Loretto','55357','d16fb4469717cbed'
93.3670303,45.1608111,'11324','Jersey Avenue North','Champlin','55316','2a14a826f51b2905'
93.4785057,45.0067299,'15645','25th Place North','Plymouth','55447','82af034a78aba0f2'
93.340183,45.0686013,'6225','Noble Avenue North','Brooklyn Center','55429','29611f9d235c0124'
93.2085435,44.9400797,'3445','45th Avenue South','Minneapolis','55406','1c079f8b563130e6'
93.4103807,44.9029894,'5645','Green Circle Drive','Minnetonka','55343','2a6d378b3518eb4f'
93.2237851,45.0093407,'2536','22nd Avenue Northeast','Minneapolis','55418','0a108ba05c33bf12'
93.7257822,45.084295,'65','Address Unassigned','Greenfield','55373','dcaac450a805a4f8'
93.2072696,44.9429638,'3309','46th Avenue South','Minneapolis','55406','e58131f2fac61a5f'
93.4123704,45.0116106,'2820','Medicine Ridge Road','Plymouth','55441','fd3a14da79a1f849'
93.3973873,45.0107709,'9213','30th Avenue North','New Hope','55427','b0c735b0d615b14d'
93.2737176,44.9525933,'2731','2nd Avenue South','Minneapolis','55408','3d8e302ab80a37aa'
93.353723,44.993712,'5800','Golden Valley Road','Golden Valley','55422','04f9019413ba877b'
93.3622003,45.0156611,'3230','Florida Avenue North','Crystal','55427','82ef0b80f7795e21'
93.3810314,44.9801859,'200','Brookview Parkway North','Golden Valley','55426','de05021eead3d3e8'
93.5194826,44.9860209,'18830','8th Avenue North','Plymouth','55447','713a5576e0849381'
93.2241825,45.014779,'2501','Lowry Avenue Northeast','Saint Anthony','55418','3b8fc84a483b8146'
93.3373391,44.8895502,'4425','Garrison Lane','Edina','55424','392b21c20c9d3449'
93.4290181,44.8909919,'6243','Fallbrook Road','Eden Prairie','55344','949d65b3f029f3b8'
93.4174875,44.9110508,'1321','Wagon Wheel Road','Hopkins','55343','a4fa969387ed7d7a'
93.2782237,45.0121938,'68','31st Avenue North','Minneapolis','55411','7cbcecd2c2bb7f04'
93.50271,44.9229679,'4508','Laramie Trail','Minnetonka','55345','c86da206860f5df6'
93.2574038,44.9858683,'110','Bank Street','Minneapolis','55414','ed7b53533436b06c'
93.2635125,45.0029182,'1430','University Avenue Northeast','Minneapolis','55413','1bfc838623a432da'
93.2477806,44.9512793,'2818','Cedar Avenue South','Minneapolis','55407','5c6ea33d3573f4cd'
93.6338143,44.9370422,'4352','West Arm Road','Spring Park','55384','09c05018aa933efc'
93.3358395,44.949126,'4400','Minnetonka Boulevard','Saint Louis Park','55416','d50325d5f7089791'
93.3141119,44.9008204,'5620','Thomas Avenue South','Minneapolis','55410','e949766e62235108'
93.4324428,45.1210408,'9163','Hemlock Lane North','Maple Grove','55369','0efbf8ec3a18c67c'
93.2673927,44.8345037,'9318','Oakland Avenue South','Bloomington','55420','9aca6a9d26fecb29'
93.3463218,44.9542038,'2649','Toledo Avenue South','Saint Louis Park','55416','7f1fc059334e520d'
93.3979947,45.0625702,'6012','Hillsboro Avenue North','New Hope','55428','346d77f5822cef1e'
93.6217843,44.9057225,'26945','Edgewood Road','Shorewood','55331','75aff297bb091e48'
93.2939633,45.0174442,'3422','Emerson Avenue North','Minneapolis','55412','7991ff1e31d99a46'
93.3041654,44.9821774,'416','Morgan Avenue North','Minneapolis','55405','6f857b98630a1b85'
93.2738202,44.912698,'4949','2nd Avenue South','Minneapolis','55419','b8dae6d0833494c9'
93.3441457,45.071429,'6407','Quail Avenue North','Brooklyn Center','55429','7bfefa4146b72db7'
93.3585466,45.1397558,'10243','Yates Drive North','Brooklyn Park','55443','4ddaa6585bea5e20'
93.3470056,44.9687528,'5310','16th Street West','Saint Louis Park','55416','3e3b1d6e4af2cb20'
93.2521328,44.8329129,'9427','Riverview Circle','Bloomington','55425','cc7556610c6a82df'
93.4217163,44.8140853,'10459','Huntington Drive','Eden Prairie','55347','7a7a8d7e16d52d4b'
93.3824198,44.9329953,'1406','Oxford Street','Hopkins','55343','3ca3e9b9f6100f1d'
93.2166553,44.9845024,'2528','Cole Avenue Southeast','Minneapolis','55414','717b24d7470a6eaa'
93.409831,44.9424315,'3344','Birch Place','Minnetonka','55305','f5272cccfcd83afc'
93.3837401,44.8209966,'7650','101st Street West','Bloomington','55438','c9a0dd4e5b265c74'
93.5020025,44.9401905,'3503','County Road 101','Minnetonka','55345','d5d349c5097ef62b'
93.4164605,45.0502228,'40','Address Unassigned','Plymouth','55442','ddbd0e235f1d78c6'
93.5364348,45.1471631,'10590','Robert Lane','Corcoran','55374','c6371d9b10f10cb5'
